,Volume3d,BaryCenterX,BaryCenterY,BaryCenterZ,Anisotropy,Elongation,Flatness,VoxelFaceArea,GreyMass,EqDiameter
2944,894424.0,2677.25,722.996,2193.17,0.663715,0.461964,0.727945,75488.0,2630000000.0,119.54046492562543
2945,1170000.0,3228.44,949.387,2227.68,0.512572,0.547717,0.889927,98152.0,3460000000.0,130.7361665675988
2947,1650000.0,2971.32,2216.63,2212.42,0.526809,0.694525,0.681317,128376.0,4870000000.0,146.6093856763045
2948,4090000.0,1324.93,2386.7,2219.1,0.393431,0.638309,0.950275,225728.0,12000000000.0,198.4151799560645
2949,756536.0,2542.92,3228.36,2203.55,0.485089,0.563232,0.914209,67472.0,2230000000.0,113.05167261950729
2951,126208.0,1703.54,1066.05,2169.68,0.694892,0.47113,0.647609,20920.0,373000000.0,62.23424435846299
2953,2544.0,1534.75,2268.66,2143.31,0.726312,0.552316,0.495527,1440.0,7510000.0,16.937117284116116
2954,145472.0,1699.98,2423.94,2163.21,0.848766,0.54169,0.279189,28272.0,430000000.0,65.25196518521146
2955,180192.0,1897.12,2895.62,2168.09,0.38384,0.791928,0.778051,26576.0,533000000.0,70.07755825791395
2956,1950000.0,3187.78,3211.04,2227.75,0.472897,0.698729,0.754374,118560.0,5770000000.0,155.00486517299657
2957,3300000.0,1768.88,819.769,2223.4,0.312991,0.754421,0.910645,203136.0,9770000000.0,184.71625112573193
2960,3780000.0,2947.08,1560.51,2266.69,0.620226,0.83809,0.453142,203312.0,11200000000.0,193.2699759045343
2962,3340000.0,3179.3,811.047,2237.48,0.613495,0.484309,0.798054,196408.0,9900000000.0,185.4595840888161
2963,1850000.0,1529.75,2148.61,2214.44,0.560373,0.739972,0.594113,121032.0,5480000000.0,152.3085798453813
2964,1650000.0,2607.09,1032.14,2220.81,0.576432,0.770815,0.549506,117616.0,4900000000.0,146.6093856763045
2965,7490000.0,1328.59,1599.74,2260.0,0.490793,0.581907,0.875065,356624.0,22200000000.0,242.7510209566786
2966,434232.0,1814.47,2339.53,2188.47,0.580431,0.89017,0.471336,50392.0,1290000000.0,93.95236876826493
2967,1168.0,2426.05,2788.08,2148.18,0.709019,0.430176,0.676423,808.0,3470000.0,13.066163053857622
2968,557928.0,2463.38,2952.52,2196.17,0.336466,0.734052,0.903934,55944.0,1660000000.0,102.13937083656677
2971,37560.0,3130.72,981.04,2174.53,0.765351,0.736604,0.318556,10616.0,112000000.0,41.55044254858805
2972,931528.0,992.977,3194.5,2208.88,0.54977,0.627942,0.716993,87152.0,2770000000.0,121.17111300265219
2973,405480.0,1159.43,1559.08,2189.13,0.482621,0.611035,0.846726,41984.0,1210000000.0,91.83120261351485
2975,6760000.0,2610.49,2875.83,2269.23,0.576963,0.63469,0.666526,330408.0,20100000000.0,234.59352690754727
2977,108000000.0,2655.04,1224.0,2496.05,0.567467,0.535542,0.807655,1990000.0,320000000000.0,590.847013105618
2980,467664.0,1176.23,2439.38,2238.75,0.520431,0.622407,0.770508,53920.0,1390000000.0,96.30417293952846
2981,169976.0,3001.08,1858.01,2181.38,0.594666,0.564526,0.718007,23280.0,507000000.0,68.72735984672084
2984,188216.0,1360.54,1728.36,2201.11,0.82952,0.197611,0.862704,30896.0,562000000.0,71.1026803169682
2988,210720.0,1535.13,2796.95,2203.06,0.716086,0.366223,0.77525,34440.0,630000000.0,73.83048337010024
2989,1624.0,2410.72,3271.17,2168.76,0.606307,0.410807,0.95834,1024.0,4860000.0,14.583523558085187
2992,4840000.0,845.447,2587.23,2276.28,0.51468,0.647164,0.749919,263968.0,14500000000.0,209.86929958407245
2993,188136.0,1585.24,3002.85,2204.14,0.477266,0.619124,0.844313,26816.0,563000000.0,71.09260497705964
2994,363776.0,2508.9,3158.11,2226.15,0.776806,0.381576,0.584925,58648.0,1090000000.0,88.56833361514082
2996,166912.0,2121.38,1872.4,2203.78,0.503694,0.80329,0.617842,25640.0,500000000.0,68.31189183871206
2997,275504.0,1989.79,2116.91,2215.84,0.399673,0.807416,0.743516,32040.0,826000000.0,80.73151369318315
2998,387744.0,1814.61,2240.57,2218.09,0.309924,0.911759,0.756862,40752.0,1160000000.0,90.47227017099077
2999,346152.0,2525.13,2233.47,2216.03,0.442674,0.720702,0.77331,38784.0,1040000000.0,87.11429125514901
3000,936584.0,741.272,2782.9,2264.64,0.625636,0.689234,0.54316,86488.0,2810000000.0,121.38994202288613
3001,205000.0,3083.89,3255.74,2219.51,0.64707,0.655365,0.538525,35592.0,615000000.0,73.15630236588791
3002,26500000.0,3163.99,2061.61,2369.34,0.508195,0.678735,0.72459,876272.0,79700000000.0,369.89836970878395
3003,107232.0,775.145,2355.66,2203.4,0.873325,0.233647,0.542162,21592.0,322000000.0,58.94431539087707
3004,164872.0,2354.41,2488.13,2221.19,0.73152,0.535123,0.501718,27632.0,495000000.0,68.03244741327407
3005,12096.0,2582.26,2766.85,2186.91,0.640432,0.465125,0.773057,4048.0,36400000.0,28.480507158950914
3007,4670000.0,2281.45,1456.11,2286.9,0.562344,0.597185,0.732864,233552.0,14000000000.0,207.38280902490493
3009,9910000.0,1455.74,2238.31,2331.46,0.479643,0.638395,0.815101,377880.0,29800000000.0,266.49660293434783
3010,44200000.0,1818.09,2463.86,2407.16,0.592526,0.621995,0.655107,1100000.0,133000000000.0,438.6733140925952
3012,4290000.0,2422.15,3253.06,2289.11,0.44808,0.685703,0.804896,235328.0,12900000000.0,201.59800186435177
3013,1040000.0,2910.56,1131.58,2233.9,0.72116,0.4636,0.601467,87648.0,3140000000.0,125.70278670383809
3014,5592.0,1442.25,1549.34,2193.51,0.762954,0.318612,0.743995,2552.0,16900000.0,22.021970682997868
3015,99448.0,1611.84,3225.84,2208.11,0.282456,0.868021,0.826643,16432.0,300000000.0,57.4820803004957
3017,50400000.0,1152.16,3118.62,2451.56,0.58917,0.578401,0.710285,1210000.0,152000000000.0,458.29378883586253
3019,46300000.0,2992.98,954.424,2385.48,0.519582,0.52085,0.922374,1070000.0,140000000000.0,445.51341891491666
3021,3570000.0,2507.95,3048.8,2288.38,0.433035,0.57067,0.993508,205104.0,10800000000.0,189.6224984916151
