,Volume3d,BaryCenterX,BaryCenterY,BaryCenterZ,Anisotropy,Elongation,Flatness,VoxelFaceArea,GreyMass,EqDiameter
305,23200000,1261.48,2720.88,1473.04,0.574099,0.672171,0.633619,654744,7100000000,353.8586265
306,3300000,1385.89,3230.71,1385.54,0.768229,0.375091,0.617906,186096,1010000000,184.7162511
307,57800000,1375.76,1386.83,1525.02,0.695805,0.774942,0.392539,1250000,17800000000,479.7073861
308,7650000,1649.7,902.678,1438.69,0.831313,0.208327,0.809718,343256,2360000000,244.467391
309,15800000,2417.71,1379.6,1462.02,0.593484,0.898302,0.452538,497544,4910000000,311.3289366
310,18300000,3048.79,2485.33,1464.63,0.49099,0.820228,0.620571,548704,5700000000,326.9521186
311,4440000,823.918,1778.29,1411.08,0.633057,0.67594,0.542864,220416,1390000000,203.9207639
312,6720000,795.906,3187.32,1453.56,0.798219,0.40744,0.49524,330320,2100000000,234.1299021
313,45600000,2363.21,2903.4,1716.08,0.657049,0.629107,0.545139,1210000,14300000000,443.2568
314,2784,3156,1949,1324,0.291006,0.800423,0.885775,1288,876960,17.45380835
315,5930000,2162.33,1422.51,1468.09,0.720547,0.600812,0.465125,259864,1870000000,224.5701472
316,2190000,2251.38,2151.86,1427.54,0.599207,0.547044,0.732652,138464,695000000,161.1196454
317,2290000,2968.37,1962.47,1425.66,0.64808,0.734562,0.479088,142840,729000000,163.5355917
318,3820000,3301.97,3238.91,1455.75,0.722385,0.665373,0.417232,201928,1220000000,193.9493136
319,2880000,2650.22,1381.28,1455.57,0.556552,0.566884,0.782254,168512,922000000,176.5216406
320,5320000,3182.93,931.316,1491.55,0.878086,0.425371,0.286606,283224,1710000000,216.5896353
321,1600000,1822.68,877.833,1452.03,0.787076,0.258462,0.823813,111240,516000000,145.1132671
322,17700000,2926.02,2203.09,1526.53,0.565626,0.949573,0.457441,582120,5710000000,323.3390922
323,10400000,872.583,1579.24,1557.25,0.825975,0.451955,0.385051,402784,3370000000,270.8184443
324,35800000,1132.22,2028.98,1625.73,0.719457,0.598162,0.469009,914816,11600000000,408.9103797
325,10900000,1734.89,1217.31,1546.59,0.62852,0.696992,0.532976,412512,3550000000,275.0907317
326,35900000,2018.36,3185.63,1667.26,0.638521,0.573581,0.630215,960864,11700000000,409.2907617
327,2670000,3288.42,2226.42,1503.48,0.841006,0.51805,0.306909,174184,875000000,172.1224608
328,14500000,870.968,1909.95,1602.18,0.794048,0.623986,0.330058,518240,4790000000,302.54487
329,4020000,1524.42,2177.51,1539.49,0.721947,0.48398,0.574513,217120,1330000000,197.2767071
330,15900000,1072.94,2552.6,1583.03,0.625109,0.862263,0.434776,545624,5270000000,311.9843679
333,4780000,3212.18,2320.3,1549.24,0.516069,0.588738,0.821981,251736,1600000000,208.9984626
334,14300000,1141.05,1593.05,1598.26,0.768071,0.585643,0.396024,490816,4800000000,301.1474142
335,18600000,2730.63,2609.9,1602.3,0.550404,0.927451,0.484765,566000,6250000000,328.7290671
336,26800000,1402.75,2853.75,1697.35,0.77969,0.412145,0.534544,803032,9050000000,371.2889782
337,3010000,2570.72,1240.02,1561.41,0.711222,0.358442,0.805649,169744,1020000000,179.1386476
338,58200000,2050.15,2355.85,1712.23,0.71052,0.863038,0.33542,1260000,19700000000,480.8114346
339,3730000,3246.01,2527.54,1531.98,0.554908,0.577108,0.771246,194744,1270000000,192.4140303
340,19000000,2940.62,1537.48,1641.84,0.790862,0.668773,0.312718,591080,6490000000,331.0688545
341,48800000,1770.61,2128.7,1699.87,0.608265,0.917557,0.426932,1240000,16700000000,453.3918751
342,2330000,2714.4,1483.07,1526.05,0.697239,0.562515,0.538228,139312,798000000,164.4822732
343,15400000,1435.54,1635.52,1612.13,0.509663,0.843044,0.581628,506040,5300000000,308.6792001
344,22400000,2373.21,2234.79,1673.71,0.817509,0.330342,0.552432,685680,7720000000,349.7436182
345,6210000,2573.49,3227.72,1583.99,0.840748,0.396316,0.401832,306096,2150000000,228.050481
346,17100000,1836.24,1008.75,1614.34,0.565126,0.551236,0.788908,538480,5940000000,319.6434646
347,10300000,2736.38,2826.6,1599.61,0.581019,0.643577,0.651019,379040,3590000000,269.9476394
348,1760,3024,939,1463,0.253947,0.746053,1,960,614240,14.97975402
349,5110000,3224.14,1455.86,1615.2,0.827769,0.43451,0.39638,252104,1790000000,213.7014288
350,51600000,2830.42,2350.52,1785.55,0.647995,0.583837,0.602916,1120000,18100000000,461.9025499
351,13300000,928.883,1711.28,1649.92,0.729211,0.66703,0.405962,459096,4680000000,293.9573608
352,6130000,2703.55,3046.89,1607.86,0.777093,0.259129,0.860214,276248,2170000000,227.0669627
353,3024,1190,1243,1475,0.281642,0.857527,0.837709,1392,1070000,17.94159524
354,45200000,1817.03,1353.21,1741.68,0.760546,0.810933,0.295282,1090000,16000000000,441.9569192
355,15500000,1466.53,1969.3,1663.93,0.670967,0.563824,0.583575,500552,5510000000,309.3458959
356,10100000,1001.3,3246.53,1633.25,0.76679,0.579839,0.402198,408568,3600000000,268.188973
357,11700000,3019.13,1897.21,1650.85,0.754426,0.54265,0.452546,447008,4200000000,281.6625325
358,28500000,1041.62,2282.68,1723.95,0.722523,0.599887,0.462549,789296,10200000000,378.9792331
359,6280,1096.15,2437.99,1494.15,0.384086,0.836285,0.736488,2392,2260000,22.89041539
360,660384,3025.42,893.359,1544.63,0.571976,0.656307,0.65217,60200,238000000,108.0436648
361,12100000,3160.72,2630.83,1670.68,0.7436,0.635151,0.403683,441624,4370000000,284.836462
362,50000000,1308.89,3158.08,1789.01,0.669642,0.45919,0.719436,1390000,18200000000,457.0781497
363,17700000,2786.45,1995.02,1704.56,0.729037,0.570173,0.47523,589552,6450000000,323.3390922
364,3320000,873.201,1377.6,1616.55,0.851467,0.285649,0.519984,197944,1210000000,185.0886639
365,32800000,2183.84,2017.44,1770.9,0.792543,0.471364,0.44012,872600,12000000000,397.1535118
