Volume3d,BaryCenterX,BaryCenterY,BaryCenterZ,Anisotropy,Elongation,Flatness,EigenVal1,EigenVal2,EigenVal3,EigenVec1X,EigenVec1Y,EigenVec1Z,EigenVec2X,EigenVec2Y,EigenVec2Z,EigenVec3X,EigenVec3Y,EigenVec3Z,ExtentMin1,ExtentMin2,ExtentMin3,ExtentMax1,ExtentMax2,ExtentMax3,BinMom2x,BinMom2y,BinMom2z,BinMomxy,BinMomxz,BinMomyz,VoxelFaceArea,BorderVoxelCount,GreyMass,index
8,1248,3164,1368,-1,-1,-1,0,0,0,0,0,1,0,1,0,1,0,0,-1,-1,-1,1,1,1,0,0,0,0,0,0,24,0,13584,1698
384704,3362.33,2335.08,1413.61,0.446499,0.765643,0.722924,553.32,423.645,306.263,-0.16772,0.95387,0.249001,-0.553142,-0.300129,0.777147,0.816029,-0.00738968,0.577963,-55.6563,-45.5397,-45.1986,58.4513,52.9732,41.0598,349.128,541.626,392.475,-20.038,-60.777,31.301,41296,0,6.54E+08,1699
147240,1914.16,3204.43,1402.98,0.415596,0.648807,0.900737,304.655,197.662,178.041,-0.262226,0.884681,0.385458,0.0140974,-0.395881,0.918193,0.964904,0.246208,0.0913385,-40.011,-35.9841,-31.1972,38.4815,32.9848,31.517,186.752,280.211,213.395,-29.482,-12.5437,36.0441,22184,0,2.50E+08,1700
1.18E+06,2601.66,839.495,1432.2,0.458598,0.660084,0.820202,1230.31,812.106,666.09,-0.209128,0.976805,-0.0460143,0.954557,0.21413,0.207289,-0.212334,0.000573303,0.977197,-79.1776,-66.1007,-63.2908,80.2178,67.5811,62.5998,823.812,1211.13,673.559,-85.4111,34.3213,-18.8787,90576,0,2.00E+09,1701
1.01E+06,1916.14,2380.06,1431.49,0.455032,0.811802,0.671306,1029.28,835.572,560.925,-0.222971,0.897706,-0.380009,0.618112,0.431635,0.656985,0.753805,-0.0883998,-0.651125,-76.4677,-66.849,-63.4718,75.7877,69.1506,58.6849,689.142,989.531,747.104,-20.4716,151.216,-81.8894,82472,0,1.72E+09,1702
1.03E+06,986.103,2651.24,1441.15,0.568298,0.568761,0.759022,1269.4,721.983,548.001,0.20019,0.800195,-0.565343,-0.857362,0.422347,0.2942,0.474188,0.425808,0.770606,-81.5154,-66.6504,-63.2179,82.4018,60.9598,56.1198,704.801,1040.95,793.627,52.5615,-125.529,-304.73,83488,0,1.75E+09,1703
2.70E+06,1564.23,2637.65,1464.35,0.588191,0.648254,0.635259,2364.65,1532.89,973.784,-0.406961,0.912542,-0.0406206,-0.0400579,0.0265978,0.998843,0.912567,0.408118,0.0257302,-111.226,-92.4501,-75.0825,111.338,80.0475,73.0061,1205.03,2132.4,1533.9,-517.121,0.621612,-36.7028,158192,0,4.60E+09,1704
1.77E+06,1762.47,1256,1453.09,0.539691,0.670918,0.686088,1738.94,1166.69,800.45,-0.00544903,0.937031,-0.349205,-0.0329246,0.348852,0.936599,0.999443,0.016601,0.0289505,-100.704,-83.9429,-69.8656,97.3837,92.4621,66.4396,800.875,1669.04,1236.16,-8.99838,-9.50793,-187.426,125232,0,3.02E+09,1705
1.18E+07,1792.81,2295.68,1535.72,0.505923,0.615065,0.803292,6072.49,3734.98,3000.28,-0.277684,0.83846,-0.468911,-0.34751,0.367382,0.862709,0.895616,0.402512,0.189357,-209.358,-145.4,-135.561,171.522,145.241,138.096,3325.9,5259.25,4222.6,-809.092,179.767,-975.02,426152,0,2.01E+10,1706
1.26E+06,2790.19,2345.87,1450.09,0.366502,0.879992,0.719891,1117.48,983.375,707.923,0.417705,0.857942,0.299094,-0.182533,-0.243237,0.952637,0.890058,-0.452516,0.0550019,-80.4808,-74.3753,-65.8789,81.8174,71.9425,60.1134,788.559,1025.68,994.539,159.002,3.26971,41.2685,93360,0,2.15E+09,1707
2.16E+06,1896.53,3079.64,1457.62,0.529047,0.664596,0.708631,1941.87,1290.56,914.529,-0.179831,0.958571,-0.220911,-0.286008,0.163921,0.944102,0.941201,0.232961,0.244682,-132.96,-84.7449,-71.0703,99.4091,82.8731,73.1015,978.512,1868.61,1299.83,-194.722,-60.7229,-159.355,140424,0,3.70E+09,1708
1.49E+07,1838.12,1860.22,1529.67,0.541422,0.5444,0.842355,7709.01,4196.78,3535.18,-0.162944,0.986627,-0.00405138,0.788977,0.132765,0.599907,-0.592422,-0.094555,0.80006,-221.604,-157.909,-149.23,188.355,164.224,143.877,4057.84,7609.78,3773.35,-601.705,315.901,36.011,510032,0,2.55E+10,1709
4.97E+06,1773.75,2085.41,1486.85,0.246069,0.76901,0.980393,2747.67,2112.99,2071.56,0.743373,0.217745,-0.632442,0.0640893,0.917991,0.391388,0.6658,-0.33148,0.668455,-119.192,-111.362,-98.2088,115.62,101.389,125.057,2445.35,2138.53,2348.34,111.878,-316.831,-78.2235,235248,0,8.50E+09,1710
586832,2791.31,3176.02,1428.62,0.554925,0.799893,0.556418,772.826,618.178,343.965,0.299911,0.930713,-0.20935,0.748571,-0.0935668,0.656419,-0.591349,0.353581,0.724767,-62.8708,-57.4536,-45.7574,63.6892,60.8643,47.0374,536.197,717.856,480.915,100.502,107.815,-100.403,58584,0,1.00E+09,1711
4.77E+06,2433.96,930.433,1478.73,0.434561,0.675773,0.836729,3028.51,2046.59,1712.44,0.0118373,0.996424,0.0836554,0.703407,-0.0677591,0.70755,0.710689,0.0504684,-0.701694,-127.184,-111.322,-100.525,127.206,106.543,100.329,1877.95,3020.65,1888.93,-0.403245,167.607,93.683,227424,0,8.17E+09,1712
252552,2014.22,2603.56,1420.49,0.198152,0.945902,0.847707,343.272,324.702,275.252,0.781287,0.107133,0.614909,-0.408496,-0.657112,0.633511,-0.471934,0.746141,0.46963,-41.8286,-48.975,-40.7434,49.5106,42.3975,41.2315,325.024,297.385,320.817,18.9671,19.8813,-16.1043,31320,0,4.33E+08,1713
